"MP name","Nature of membership","Start of term","End of term","State","Constituency","Political party","Gender","Educational qualifications","Educational qualifications - details","Age","Debates","Private Member Bills","Questions","Attendance","Notes","National Debates average","National Private Member Bills average","National Questions average","National Attendance average","State's Debates average","State's Private Member Bills  average","State's Questions average","State's Attendance average","Latitude","Longitude","LongitudeNS"
"Nikhil Kumar Choudhary","Elected","18/05/2009","In office","Bihar","Katihar","Bharatiya Janata Party","Male","Graduate","B.Sc.; Eductaed at T.N.B. College, Bhagalpur, Bihar",66,20,0,68,"85%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.8,0.5,235,"87%",25.5582482064052,87.6418273388343,-87.6418273388343
"Nilesh Narayan Rane","Elected","18/05/2009","In office","Maharashtra","Ratnagiri-Sindhudurg","Indian National Congress","Male","Doctorate","Ph.d; Educated at Mumbai University, Maharashtra",31,8,0,390,"74%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",21,1.2,354,"74%",17.2817026015029,73.4488974189791,-73.4488974189791
"Ninong Ering","Elected","18/05/2009","In office","Arunachal Pradesh","Arunachal East","Indian National Congress","Male","Graduate","B.A.; Educated at J.N. College, Pasighat, Arunachal Pradesh",53,19,0,25,"89%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",12,0,40,"78%",26.2647219619905,87.3677183275931,-87.3677183275931
"Nirmal Khatri","Elected","18/05/2009","In office","Uttar Pradesh","Faizabad","Indian National Congress","Male","Doctorate","M.A. (Pol Sc.), LL.B., Ph.D.; Educated at K. S. Saket Post-Graduate College, Ayodhya, Faizabad; (Uttar Pradesh) ",61,34,0,24,"98%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",33.3,0.4,178,"80%",26.6208280225852,82.0782104814229,-82.0782104814229
"Nishikant Dubey","Elected","18/05/2009","In office","Jharkhand","Godda","Bharatiya Janata Party","Male","Post Graduate","B.A. (H), M.B.A.; Educated at Marwari College Bhagalpur (Bihar) and F.M.S. Delhi University (Delhi) ",43,62,4,577,"94%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",25.9,0.8,185,"65%",24.864734738404,87.2866479065852,-87.2866479065852
"Nityananda Pradhan","Elected","18/05/2009","In office","Orissa","Aska","Biju Janata Dal","Male","Post Graduate","M.A., LL.B. Educated at Khallikote College, Berhampur, Ganjam, Orissa and Berhampur Law College, Berhampur",67,6,0,522,"71%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",27.4,0.6,279,"76%",26.2647219619905,87.3677183275931,-87.3677183275931
"Nripendra Nath Roy","Elected","18/05/2009","In office","West Bengal","Cooch Behar","All India Forward Bloc","Male","Graduate","B.A.; Educated at Dinhata College, Distt-Coochbehar, West Bengal",53,37,0,482,"71%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.8,0.8,135,"72%",10.8112115272593,77.0803906278373,-77.0803906278373
"O. S. Manian","Elected","18/05/2009","In office","Tamil Nadu","Mayiladuthurai","All India Anna Dravida Munnetra Kazhagam","Male","Inter/ Higher Secondary","P.U.C.; Educated at Kathir Mohaitheen College, Athirampattinam",58,34,0,20,"60%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.2,0.2,261,"73%",26.0379946966864,83.5526322273334,-83.5526322273334
"Om Prakash Yadav","Elected","18/05/2009","In office","Bihar","Siwan","Independent","Male","Graduate","B.Sc.; Educated at D.A.V. College, Siwan, Bihar",50,25,9,284,"71%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.8,0.5,235,"87%",26.1309947098887,84.3968844408803,-84.3968844408803
"P. Balram","Elected","18/05/2009","In office","Andhra Pradesh","Mahabubabad","Indian National Congress","Male","Graduate","B.A.; Educated at Andhra University, Hyderabad",48,10,0,426,"68%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",15.2,0.4,257,"70%",9.9358359804006,77.968039832471,-77.968039832471
"P. C. Mohan","Elected","18/05/2009","In office","Karnataka","Bangalore Central","Bharatiya Janata Party","Male","Inter/ Higher Secondary","Educated at Vijiya College",49,3,0,171,"73%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",14.4,0.2,243,"70%",12.8723208037701,77.5190177676571,-77.5190177676571
"P. Jaya Prada Nahata","Elected","18/05/2009","In office","Uttar Pradesh","Rampur","Independent","Female","Graduate","B.A.; Educated at Rajalakshmi Women`s College, Rajahmundry, East Godavari District (Andhra Pradesh) ",50,19,0,366,"31%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",33.3,0.4,178,"80%",28.7753355189536,79.1265012893445,-79.1265012893445
"P. K. Biju","Elected","18/05/2009","In office","Kerala","Alathur","Communist Party of India (Marxist)","Male","Post Graduate","M.Sc. (Polymer Chemistry); Educated at School of Chemical Sciences, Mahatama Gandhi University, Kottayam, Kerala",38,66,0,317,"87%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",50.6,1.1,299,"84%",9.4873849747625,76.4871512080153,-76.4871512080153
"P. Karunakaran","Elected","18/05/2009","In office","Kerala","Kasaragod","Communist Party of India (Marxist)","Male","Post Graduate","M.A.; Educated at M.A. College, Kothamangalam",67,71,0,373,"73%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",50.6,1.1,299,"84%",12.4392438847781,75.1480012892189,-75.1480012892189
"P. Kumar","Elected","18/05/2009","In office","Tamil Nadu","Tiruchirappalli","All India Anna Dravida Munnetra Kazhagam","Male","Graduate","B.Sc., B.L., Educated at Govt. Law College, Tiruchirappalli",41,49,0,364,"85%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.2,0.2,261,"73%",10.8483328813933,78.5897937582291,-78.5897937582291
"P. Lingam","Elected","18/05/2009","In office","Tamil Nadu","Tenkasi","Communist Party of India","Male","Graduate","B.A. (History); Educated at Madurai Kamarajar University, Madurai, Tamil Nadu",46,57,0,260,"95%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.2,0.2,261,"73%",30.4661213837406,78.5003437477282,-78.5003437477282
"P. T. Thomas","Elected","18/05/2009","In office","Kerala","Idukki","Indian National Congress","Male","Post Graduate","M.A. (History), LL.B.; Educated at (i) St. Georges High School Parathode, Idukki; (ii) Mar Ivanios College Thiruvananthapuram; (iii) Newman College, Thodupuzha, Idukki; (iv) Maharajas College Ernakulam; (V) Government Law College, Kozhikode; and (vi) Gove",61,109,8,338,"100%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",50.6,1.1,299,"84%",9.8132329260265,77.0218446039297,-77.0218446039297
"P. Venugopal","Elected","18/05/2009","In office","Tamil Nadu","Tiruvallur","All India Anna Dravida Munnetra Kazhagam","Male","Graduate","M.B.B.S.; Educated at Stanley Medical College, Chennai, Tamil Nadu",60,25,0,219,"87%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.2,0.2,261,"73%",8.7795468016389,77.5625727701772,-77.5625727701772
"P. Viswanathan","Elected","18/05/2009","In office","Tamil Nadu","Kancheepuram","Indian National Congress","Male","Graduate","B.A. (Economics); Educated at Periyar Arts College, Cuddalore, Madras University, Tamil Nadu",48,24,0,460,"85%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.2,0.2,261,"73%",12.632656139469,79.9139333695192,-79.9139333695192
"P.C. Chacko","Elected","18/05/2009","In office","Kerala","Thrissur","Indian National Congress","Male","Post Graduate","B.Sc. (Geology), M.A. (Public Admn.); Educated at Mar Ivanios College and University College, Trivandrum, Madural Kamaraj University",65,19,0,22,"90%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",50.6,1.1,299,"84%",10.4786817827017,76.4295831811108,-76.4295831811108
"P.C. Gaddigoudar","Elected","18/05/2009","In office","Karnataka","Bagalkot","Bharatiya Janata Party","Male","Graduate","B.A., LLB; Educated at Basaveshwar Arts College, Bagalkot and Raja Lokhamagouda College, Belgaum",61,7,0,254,"78%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",14.4,0.2,243,"70%",16.2904204386892,75.663781327735,-75.663781327735
"P.L. Punia","Elected","18/05/2009","In office","Uttar Pradesh","Barabanki","Indian National Congress","Male","Doctorate","M.A., Ph.D.; Educated at Punjab University, Chandigarh and Lucknow University, Lucknow, Uttar Pradesh",67,196,9,436,"98%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",33.3,0.4,178,"80%",26.9389453751254,81.3951716218387,-81.3951716218387
"P.R. Natarajan","Elected","18/05/2009","In office","Tamil Nadu","Coimbatore","Communist Party of India (Marxist)","Male","Under Graduate","B.A (Incomplete); Educated at Madras University",61,24,0,251,"87%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.2,0.2,261,"73%",10.8112115272593,77.0803906278373,-77.0803906278373
"Paban Singh Ghatowar","Elected","18/05/2009","In office","Assam","Dibrugarh","Indian National Congress","Male","Graduate","B.A.; Educated at Gauhati University, Guwahati, Assam; Industrial Relations Training (U.K.), 1975",61,9,0,18,"91%","This MP was appointed a minister in July, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 25th March, 2011. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",15.8,0.4,119,"77%",8.2,0.2,31,"81%",27.4008964066149,95.0310283912261,-95.0310283912261
"Padamsinha Bajirao Patil","Elected","18/05/2009","In office","Maharashtra","Osmanabad","Nationalist Congress Party","Male","Graduate","M.B.B.S.; Educated B.J. Medical College, Pune, Maharashtra",72,2,0,141,"55%","Complete attendance for this MP is not available (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",21,1.2,354,"74%",18.1702873011869,76.0376719948969,-76.0376719948969
"Pakauri Lal","Elected","18/05/2009","In office","Uttar Pradesh","Robertsganj","Samajwadi Party","Male","Under Matric",,60,18,0,61,"85%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",33.3,0.4,178,"80%",25.8805348121552,91.8244194189362,-91.8244194189362
"Palaniappan Chidambaram","Elected","18/05/2009","In office","Tamil Nadu","Sivaganga","Indian National Congress","Male","Post Graduate","B.Sc., B.L., M.B.A.; Educated at Madras University, Chennai, Tamil Nadu and Harvard University, Boston, Massachusetts (U.S.A.) ",66,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",9.9628747686867,78.5703553706339,-78.5703553706339
"Paramjit Kaur Gulshan","Elected","18/05/2009","In office","Punjab","Faridkot","Shiromani Akali Dal","Female","Post Graduate","M.A. (Economics), M.A. (Sociology), B. Ed.; Educated at Punjab University, Chandigarh and Guru Nanak Dev University, Amritsar (Punjab) ",63,21,0,74,"80%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",19,0.6,127,"78%",30.6299724423059,74.7835760110224,-74.7835760110224
"Partap Singh Bajwa","Elected","18/05/2009","In office","Punjab","Gurdaspur","Indian National Congress","Male","Graduate","B.A.; Educated at DAV College, Chandigarh, Punjab",55,35,1,274,"84%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",19,0.6,127,"78%",32.0852322745985,75.4195249949792,-75.4195249949792
"Pashupati Nath Singh","Elected","18/05/2009","In office","Jharkhand","Dhanbad","Bharatiya Janata Party","Male","Graduate","B.Sc.",63,19,0,190,"90%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",25.9,0.8,185,"65%",23.8449545682954,86.4700198292496,-86.4700198292496
"Pawan Kumar Bansal","Elected","18/05/2009","In office","Chandigarh","Chandigarh","Indian National Congress","Male","Graduate","B.Sc., LL.B.; Educated at Yadavindra Public School, Patiala Government College, Chandigarh; and Department of Law, Panjab University, Chandigarh",64,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",30.7303892366824,76.7766661186389,-76.7766661186389
"Pinaki Misra","Elected","18/05/2009","In office","Orissa","Puri","Biju Janata Dal","Male","Graduate","B.A. (Hist.) Hons., LL.B.; Educated at St. Xavier`s School, Delhi, St. Stephen`s College and Faculty of Law, Delhi University",52,15,0,19,"76%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",27.4,0.6,279,"76%",19.9398862966056,85.9086273199887,-85.9086273199887
"Poonamben Veljibhai Jat","Elected","18/05/2009","In office","Gujarat","Kachchh","Bharatiya Janata Party","Female","Inter/ Higher Secondary","Educated at Somaiya College, Mumbai",41,20,0,77,"89%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",30.1,1,276,"80%",23.7301086181901,69.9113463956586,-69.9113463956586
"Prabha Kishore Taviad","Elected","18/05/2009","In office","Gujarat","Dahod","Indian National Congress","Female","Post Graduate","M.D., D.G.O.; Educated at B.J. Medical College, Ahmedabad, Gujarat",58,24,0,4,"99%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",30.1,1,276,"80%",20.2063912630196,73.0654963861913,-73.0654963861913
"Prabhakar Ponnam","Elected","18/05/2009","In office","Andhra Pradesh","Karimnagar","Indian National Congress","Male","Post Graduate","M.A., LL.B.; Educated at Osmania University, Hyderabad, Andhra Pradesh",45,34,0,676,"85%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",15.2,0.4,257,"70%",18.5263167303247,79.4332767559933,-79.4332767559933
"Prabhatsinh Pratapsinh Chauhan","Elected","18/05/2009","In office","Gujarat","Panchmahal","Bharatiya Janata Party","Male","Inter/ Higher Secondary","Educated at Shri K.K. High School, Vejalpur, Tel. Kalol, Distt. Panchmahal, Gujarat",71,1,0,140,"86%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",30.1,1,276,"80%",30.6868049538546,76.9758466752806,-76.9758466752806
"Prabodh Panda","Elected","18/05/2009","In office","West Bengal","Medinipur","Communist Party of India","Male","Graduate","B.A.; Educated at Dantan Bhattar College, Calcutta University, Dantan (West Bengal) ",66,123,1,473,"90%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.8,0.8,135,"72%",22.281116367992,87.3752942298855,-87.3752942298855
"Pradeep Kumar Jain Aditya","Elected","18/05/2009","In office","Uttar Pradesh","Jhansi","Indian National Congress","Male","Post Graduate","M.A., M.Com., L.L.B.; Bundalkhand University",49,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",25.5280149683904,78.8609390195192,-78.8609390195192
