"MP name","Nature of membership","Start of term","End of term","State","Constituency","Political party","Gender","Educational qualifications","Educational qualifications - details","Age","Debates","Private Member Bills","Questions","Attendance","Notes","National Debates average","National Private Member Bills average","National Questions average","National Attendance average","State's Debates average","State's Private Member Bills  average","State's Questions average","State's Attendance average","Latitude","Longitude","LongitudeNS"
"P.C. Chacko","Elected",18/05/2009,"In office","Kerala","Thrissur","Indian National Congress","Male","Post Graduate","B.Sc. (Geology), M.A. (Public Admn.); Educated at Mar Ivanios College and University College, Trivandrum, Madural Kamaraj University",65,19,0,22,90%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,50.6,1.1,299,84%,10.478682,76.4295831811108,-076.429583
"P.C. Gaddigoudar","Elected",18/05/2009,"In office","Karnataka","Bagalkot","Bharatiya Janata Party","Male","Graduate","B.A., LLB; Educated at Basaveshwar Arts College, Bagalkot and Raja Lokhamagouda College, Belgaum",61,7,0,254,78%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,14.4,0.2,243,70%,16.290420,75.6637813277350,-075.663781
"P.L. Punia","Elected",18/05/2009,"In office","Uttar Pradesh","Barabanki","Indian National Congress","Male","Doctorate","M.A., Ph.D.; Educated at Punjab University, Chandigarh and Lucknow University, Lucknow, Uttar Pradesh",67,196,9,436,98%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,26.938945,81.3951716218387,-081.395172
"P.R. Natarajan","Elected",18/05/2009,"In office","Tamil Nadu","Coimbatore","Communist Party of India (Marxist)","Male","Under Graduate","B.A (Incomplete); Educated at Madras University",61,24,0,251,87%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.2,0.2,261,73%,10.811212,77.0803906278373,-077.080391
"Paban Singh Ghatowar","Elected",18/05/2009,"In office","Assam","Dibrugarh","Indian National Congress","Male","Graduate","B.A.; Educated at Gauhati University, Guwahati, Assam; Industrial Relations Training (U.K.), 1975",61,9,0,18,91%,"This MP was appointed a minister in July, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 25th March, 2011. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",15.8,0.4,119,77%,8.2,0.2,31,81%,27.400896,95.0310283912261,-095.031028
"Padamsinha Bajirao Patil","Elected",18/05/2009,"In office","Maharashtra","Osmanabad","Nationalist Congress Party","Male","Graduate","M.B.B.S.; Educated B.J. Medical College, Pune, Maharashtra",72,2,0,141,55%,"Complete attendance for this MP is not available (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,18.170287,76.0376719948969,-076.037672
"Pakauri Lal","Elected",18/05/2009,"In office","Uttar Pradesh","Robertsganj","Samajwadi Party","Male","Under Matric",,60,18,0,61,85%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,25.880535,91.8244194189362,-091.824419
"Palaniappan Chidambaram","Elected",18/05/2009,"In office","Tamil Nadu","Sivaganga","Indian National Congress","Male","Post Graduate","B.Sc., B.L., M.B.A.; Educated at Madras University, Chennai, Tamil Nadu and Harvard University, Boston, Massachusetts (U.S.A.) ",66,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",09.962875,78.5703553706339,-078.570355
"Paramjit Kaur Gulshan","Elected",18/05/2009,"In office","Punjab","Faridkot","Shiromani Akali Dal","Female","Post Graduate","M.A. (Economics), M.A. (Sociology), B. Ed.; Educated at Punjab University, Chandigarh and Guru Nanak Dev University, Amritsar (Punjab) ",63,21,0,74,80%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,19,0.6,127,78%,30.629972,74.7835760110224,-074.783576
"Partap Singh Bajwa","Elected",18/05/2009,"In office","Punjab","Gurdaspur","Indian National Congress","Male","Graduate","B.A.; Educated at DAV College, Chandigarh, Punjab",55,35,1,274,84%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,19,0.6,127,78%,32.085232,75.4195249949792,-075.419525
"Pashupati Nath Singh","Elected",18/05/2009,"In office","Jharkhand","Dhanbad","Bharatiya Janata Party","Male","Graduate","B.Sc.",63,19,0,190,90%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,25.9,0.8,185,65%,23.844955,86.4700198292496,-086.470020
"Pawan Kumar Bansal","Elected",18/05/2009,"In office","Chandigarh","Chandigarh","Indian National Congress","Male","Graduate","B.Sc., LL.B.; Educated at Yadavindra Public School, Patiala Government College, Chandigarh; and Department of Law, Panjab University, Chandigarh",64,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",30.730389,76.7766661186389,-076.776666
"Pinaki Misra","Elected",18/05/2009,"In office","Orissa","Puri","Biju Janata Dal","Male","Graduate","B.A. (Hist.) Hons., LL.B.; Educated at St. Xavier`s School, Delhi, St. Stephen`s College and Faculty of Law, Delhi University",52,15,0,19,76%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,27.4,0.6,279,76%,19.939886,85.9086273199887,-085.908627
"Poonamben Veljibhai Jat","Elected",18/05/2009,"In office","Gujarat","Kachchh","Bharatiya Janata Party","Female","Inter/ Higher Secondary","Educated at Somaiya College, Mumbai",41,20,0,77,89%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,30.1,1,276,80%,23.730109,69.9113463956586,-069.911346
"Prabha Kishore Taviad","Elected",18/05/2009,"In office","Gujarat","Dahod","Indian National Congress","Female","Post Graduate","M.D., D.G.O.; Educated at B.J. Medical College, Ahmedabad, Gujarat",58,24,0,4,99%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,30.1,1,276,80%,20.206391,73.0654963861913,-073.065496
"Prabhakar Ponnam","Elected",18/05/2009,"In office","Andhra Pradesh","Karimnagar","Indian National Congress","Male","Post Graduate","M.A., LL.B.; Educated at Osmania University, Hyderabad, Andhra Pradesh",45,34,0,676,85%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,18.526317,79.4332767559933,-079.433277
"Prabhatsinh Pratapsinh Chauhan","Elected",18/05/2009,"In office","Gujarat","Panchmahal","Bharatiya Janata Party","Male","Inter/ Higher Secondary","Educated at Shri K.K. High School, Vejalpur, Tel. Kalol, Distt. Panchmahal, Gujarat",71,1,0,140,86%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,30.1,1,276,80%,30.686805,76.9758466752806,-076.975847
"Prabodh Panda","Elected",18/05/2009,"In office","West Bengal","Medinipur","Communist Party of India","Male","Graduate","B.A.; Educated at Dantan Bhattar College, Calcutta University, Dantan (West Bengal) ",66,123,1,473,90%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,22.281116,87.3752942298855,-087.375294
"Pradeep Kumar Jain Aditya","Elected",18/05/2009,"In office","Uttar Pradesh","Jhansi","Indian National Congress","Male","Post Graduate","M.A., M.Com., L.L.B.; Bundalkhand University",49,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",25.528015,78.8609390195192,-078.860939
"Pradeep Kumar Majhi","Elected",18/05/2009,"In office","Orissa","Nabarangpur","Indian National Congress","Male","Graduate","B.A. (Eco), Advanced diploma in Computer Application, e-commerce; Educated at Panabeda High School Chandahandi, B.J.B. College BBSR, V.D. College Jeypone and NIIT Connought Place, New Delhi",36,9,0,783,61%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,27.4,0.6,279,76%,19.627155,82.3507365594067,-082.350737
"Pradeep Kumar Singh","Elected",18/05/2009,"In office","Bihar","Araria","Bharatiya Janata Party","Male","Matric","Bihar School Examination Board, Patna",47,6,0,87,71%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,26.264722,87.3677183275931,-087.367718
"Pradeep Tamta","Elected",18/05/2009,"In office","Uttarakhand","Almora","Indian National Congress","Male","Post Graduate","M.A, LL.B and B.Ed.; Educated at Kumaon University, Nainital, Uttarakhand",54,11,3,2,96%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,38.5,4.6,78,82%,29.704359,79.5546735764062,-079.554674
"Praful Manoharbhai Patel","Elected",18/05/2009,"In office","Maharashtra","Bhandara-Gondiya","Nationalist Congress Party","Male","Graduate","B.Com.; Educated at University of Bombay, Mumbai, Maharashtra",55,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",21.121097,79.7681803210102,-079.768180
"Pralhad Venkatesh Joshi","Elected",18/05/2009,"In office","Karnataka","Dharwad","Bharatiya Janata Party","Male","Graduate","B.A.; Educated at K.S. Arts College, Hubli",49,51,0,472,78%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,14.4,0.2,243,70%,15.369903,75.1417072383761,-075.141707
"Pranab Mukherjee","Elected",18/05/2009,"25-07-2012","West Bengal","Jangipur","Indian National Congress","Male","Post Graduate","M.A. (History), M.A. (Political Science), LL.B., D. Litt. (Honoris Causa); Educated at Vidyasagar College, Suri, Calcutta University, West Bengal",76,"N/A","N/A","N/A","N/A","This MP was a minister. He tendered his resignation on 26th June, 2012 to be the candidate for Presidential Election.  Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask q (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",24.756908,86.2225049135333,-086.222505
"Prasanna Kumar Patasani","Elected",18/05/2009,"In office","Orissa","Bhubaneswar","Biju Janata Dal","Male","Doctorate","M.A., LL.B., MSCI, Ph.D. (Honorary), D. Litt. (Utkal), D.Sc. (Swiss); Educated at Utkal University, Bhubaneswar (Orissa), Madhusudan Law College, Cuttack (Orissa), Maharshi Institute of Creative Intelligence, Rishikesh (Uttar Pradesh), Sheelsburg (Switzer",66,48,0,132,83%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,27.4,0.6,279,76%,23.492625,77.4101521109739,-077.410152
"Prasanta Kumar Majumdar","Elected",18/05/2009,"In office","West Bengal","Balurghat","Revolutionary Socialist Party","Male","Post Graduate","M.A. (Economics); Educated at Guwahati University, Assam",71,120,2,468,77%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,27.466354,82.3956245358567,-082.395625
"Pratik Prakashbapu Patil","Elected",18/05/2009,"In office","Maharashtra","Sangli","Indian National Congress","Male","Diploma Course","Intermediate, Diploma in Automobile Engineering; Educated at Padmabhushan Vasant Dada Patil Institute of Technology, Budhgaon, District Sangli",38,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",17.171736,74.6865060533221,-074.686506
"Praveen Singh Aron","Elected",18/05/2009,"In office","Uttar Pradesh","Bareilly","Indian National Congress","Male","Graduate","B.A., LL.B.; Educated at Rohilkhand Vishwa Vidyalay and Rohilkhand University, Bareilly, Uttar Pradesh",53,6,0,8,75%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,28.453452,79.3787574961862,-079.378757
"Prem Das Rai","Elected",18/05/2009,"In office","Sikkim","Sikkim","Sikkim Democratic Front","Male","Graduate","B.Tech. (Chemical) and P.G.D.M.; Educated at IIT, Kanpur and IIM Ahmedabad, Gujarat",58,54,0,106,90%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,54,0,106,90%,27.662050,75.3892536690303,-075.389254
"Premchandra Guddu","Elected",18/05/2009,"In office","Madhya Pradesh","Ujjain","Indian National Congress","Male","Inter/ Higher Secondary",,52,16,0,187,78%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.5,0.1,174,83%,23.294676,75.6929509470757,-075.692951
"Premdas Katheria","Elected",18/05/2009,"In office","Uttar Pradesh","Etawah","Samajwadi Party","Male","Graduate","B.Ed.; Educated at Kanpur University, Kanpur",47,50,0,112,93%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,26.715522,79.0461876797141,-079.046188
"Preneet Kaur","Elected",18/05/2009,"In office","Punjab","Patiala","Indian National Congress","Female","Graduate","B.A., T.T.C.; Educated at St. Bedes College and Convent of Jesus and Mary College, Shimla, Himachal Pradesh",67,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",30.237376,76.4377561159667,-076.437756
"Priya Sunil Dutt","Elected",18/05/2009,"In office","Maharashtra","Mumbai-North-Central","Indian National Congress","Female","Post Graduate","B.A.. (Sociology) Post-Grauduate (TV Production); Educated at Sophia College, Bombay University, Mumbai (Maharashtra) and Centre for Media Arts, New York City (U.S.A.) ",46,10,0,111,61%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,19.111174,72.8761516795260,-072.876152
"Pulin Bihari Baske","Elected",18/05/2009,"In office","West Bengal","Jhargram","Communist Party of India (Marxist)","Male","Graduate","M.B.B.S.; Educated at Kolkata Medical College, West Bengal",44,33,0,56,92%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,25.528015,78.8609390195192,-078.860939
"Purnmasi Ram","Elected",18/05/2009,"In office","Bihar","Gopalganj","Janata Dal (United)","Male","Matric","Educated at Hindi Vidyapeeth Deoghar",62,18,0,468,85%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,26.422566,84.4102728001454,-084.410273
"Putul Kumari","Elected",26/11/2010,"In office","Bihar","Banka","Independent","Female","Information not available",,53,30,0,0,90%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",16.3,0.3,121,77%,19.9,0.2,134,87%,12.872321,77.5190177676571,-077.519018
"R. Thamaraiselvan","Elected",18/05/2009,"In office","Tamil Nadu","Dharmapuri","Dravida Munnetra Kazhagam","Male","Graduate","B.Sc., B.L.; Educated at (i) Govt. Arts College, Dharmapuri and (ii) Govt. Law College, Trichy",49,82,0,483,81%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.2,0.2,261,73%,12.329783,78.1101627944789,-078.110163
